NCT Number,Study URL,Study Status,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Study Design,Start Date,Completion Date,First Posted,Last Update Posted,Duration_Days,Binary_Values,Participants
NCT03818295,https://clinicaltrials.gov/study/NCT03818295,1.0,2,ADULT,0,-0.18717516034031606,0,1,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: OTHER,2019-03-01,2019-04-24,2019-01-28,2019-06-19,-1.1015152285992913,0,8.0
NCT03900572,https://clinicaltrials.gov/study/NCT03900572,1.0,1,"CHILD, ADULT",0,-0.12394711540118968,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2019-03-09,2020-04-30,2019-04-03,2023-04-13,-0.504077430002007,1,90.0
NCT04821674,https://clinicaltrials.gov/study/NCT04821674,1.0,0,"ADULT, OLDER_ADULT",1,-0.0838512820251583,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: PREVENTION",2021-03-15,2022-07-14,2021-03-29,2022-08-30,-0.39246817092339337,1,142.0
NCT04867200,https://clinicaltrials.gov/study/NCT04867200,1.0,0,"ADULT, OLDER_ADULT",0,-0.1470793269642847,0,1,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: TREATMENT,2021-04-27,2021-06-01,2021-04-30,2021-04-30,-1.1327001686359628,1,60.0
NCT03521037,https://clinicaltrials.gov/study/NCT03521037,1.0,0,"ADULT, OLDER_ADULT",0,-0.1810065705901574,0,1,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: OTHER,2018-02-27,2021-02-24,2018-05-11,2023-06-09,0.6038085976165836,0,16.0
NCT03629054,https://clinicaltrials.gov/study/NCT03629054,1.0,0,ADULT,0,-0.17021153852737972,0,1,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: TREATMENT,2018-08-27,2018-11-05,2018-08-14,2020-02-21,-1.0752542264631468,0,30.0
NCT04573036,https://clinicaltrials.gov/study/NCT04573036,1.0,2,ADULT,0,-0.16250080133968137,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2020-11-12,2021-09-20,2020-10-05,2022-03-31,-0.6780565691539634,0,40.0
NCT04156750,https://clinicaltrials.gov/study/NCT04156750,1.0,0,"ADULT, OLDER_ADULT",0,-0.1671272436523004,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: BASIC_SCIENCE",2019-11-20,2020-08-03,2019-11-07,2020-08-19,-0.7683287639969596,0,34.0
NCT04927195,https://clinicaltrials.gov/study/NCT04927195,1.0,0,"ADULT, OLDER_ADULT",0,-0.15324791671444338,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2021-02-23,2022-02-28,2021-06-15,2022-10-07,-0.58286043641044,1,52.0
NCT05354089,https://clinicaltrials.gov/study/NCT05354089,1.0,0,ADULT,0,-0.16250080133968137,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2022-04-27,2023-10-01,2022-04-29,2023-05-24,-0.33338091611706855,0,40.0
NCT05202145,https://clinicaltrials.gov/study/NCT05202145,1.0,0,ADULT,0,-0.14630825324551486,0,1,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2022-01-11,2022-03-21,2022-01-21,2023-04-04,-1.076895539096656,1,61.0
NCT02924038,https://clinicaltrials.gov/study/NCT02924038,0.0,0,"ADULT, OLDER_ADULT",0,-0.18254871802769707,3,1,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2017-04-03,2022-12-31,2016-10-05,2024-06-14,2.2533277942931513,0,14.0
NCT05932459,https://clinicaltrials.gov/study/NCT05932459,1.0,0,ADULT,0,-0.16404294877722103,0,1,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2023-07-09,2023-09-04,2023-07-06,2024-11-20,-1.0965912906987643,0,38.0
NCT04027192,https://clinicaltrials.gov/study/NCT04027192,1.0,2,ADULT,0,-0.15479006415198304,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: BASIC_SCIENCE",2019-07-31,2020-11-16,2019-07-19,2020-11-23,-0.41216392252550166,1,50.0
NCT03868072,https://clinicaltrials.gov/study/NCT03868072,1.0,0,"ADULT, OLDER_ADULT",0,-0.16250080133968137,0,1,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: TREATMENT,2019-02-22,2019-04-20,2019-03-08,2020-01-30,-1.0965912906987643,0,40.0
NCT04062981,https://clinicaltrials.gov/study/NCT04062981,1.0,0,"CHILD, ADULT, OLDER_ADULT",0,-0.18177764430892723,0,1,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2019-05-03,2022-12-14,2019-08-20,2024-04-04,0.9780278780566407,0,15.0
NCT04912076,https://clinicaltrials.gov/study/NCT04912076,1.0,0,"ADULT, OLDER_ADULT",0,-0.15710328530829254,3,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2018-09-17,2019-03-22,2021-06-03,2023-12-11,-0.8848619609761003,0,47.0
NCT05032144,https://clinicaltrials.gov/study/NCT05032144,1.0,0,"ADULT, OLDER_ADULT",0,-0.16250080133968137,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-09-28,2022-03-31,2021-09-02,2022-04-11,-0.8881445862431183,0,40.0
NCT03042182,https://clinicaltrials.gov/study/NCT03042182,1.0,0,"CHILD, ADULT, OLDER_ADULT",1,-0.17792227571507804,0,1,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2017-02-20,2020-04-20,2017-02-03,2019-08-30,0.7055699808941429,0,20.0
NCT04548791,https://clinicaltrials.gov/study/NCT04548791,0.0,0,"CHILD, ADULT, OLDER_ADULT",1,-0.17869334943384788,0,1,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2021-05-17,2021-12-03,2020-09-16,2021-12-21,-0.861883584106974,0,19.0
NCT02009488,https://clinicaltrials.gov/study/NCT02009488,1.0,0,"ADULT, OLDER_ADULT",0,-0.14785040068305452,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, CARE_PROVIDER)|Primary Purpose: TREATMENT",2014-09-08,2017-01-03,2013-12-12,2018-01-04,0.2016870024068729,1,59.0
NCT02456883,https://clinicaltrials.gov/study/NCT02456883,1.0,0,"ADULT, OLDER_ADULT",0,-0.18871730777785573,0,1,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2016-03-04,2017-06-19,2015-05-29,2024-11-05,-0.4154465477925197,0,6.0
NCT03231501,https://clinicaltrials.gov/study/NCT03231501,1.0,0,"ADULT, OLDER_ADULT",0,-0.17098261224614955,0,1,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2018-01-26,2020-08-31,2017-07-27,2020-06-16,0.3658182657577752,0,29.0
NCT06147908,https://clinicaltrials.gov/study/NCT06147908,1.0,2,ADULT,0,-0.15170576927690368,0,1,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: TREATMENT,2022-07-01,2022-11-17,2023-11-28,2023-11-28,-0.9620036547510243,1,54.0
NCT05706207,https://clinicaltrials.gov/study/NCT05706207,1.0,0,"ADULT, OLDER_ADULT",0,-0.1655850962147607,0,1,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2021-12-21,2023-09-30,2023-01-31,2023-01-31,-0.12657552429493168,0,36.0
NCT02716987,https://clinicaltrials.gov/study/NCT02716987,1.0,2,ADULT,0,-0.17792227571507804,0,1,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: OTHER,2016-03-21,2016-08-30,2016-03-23,2021-06-14,-0.9242534641803168,0,20.0
NCT03100045,https://clinicaltrials.gov/study/NCT03100045,1.0,0,"ADULT, OLDER_ADULT",0,-0.1794644231526177,3,1,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2017-04-20,2021-10-06,2017-04-04,2021-11-03,1.485193481810929,0,18.0
NCT06005688,https://clinicaltrials.gov/study/NCT06005688,1.0,0,"ADULT, OLDER_ADULT",0,-0.18409086546523673,0,1,Allocation: NA|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: OTHER,2023-08-18,2023-11-21,2023-08-22,2024-01-16,-1.0342214106254213,0,12.0
NCT02867735,https://clinicaltrials.gov/study/NCT02867735,1.0,0,"ADULT, OLDER_ADULT",0,-0.17175368596491938,0,1,"Allocation: NA|Intervention Model: SEQUENTIAL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2016-09-21,2018-02-15,2016-08-16,2022-04-15,-0.3497940424521588,0,28.0
NCT03903302,https://clinicaltrials.gov/study/NCT03903302,1.0,0,"ADULT, OLDER_ADULT",0,-0.17021153852737972,0,1,Allocation: RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2017-10-06,2018-03-27,2019-04-04,2019-04-08,-0.9078403378452266,0,30.0
NCT03488719,https://clinicaltrials.gov/study/NCT03488719,1.0,0,ADULT,0,-0.16481402249599086,0,1,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2018-07-11,2019-06-06,2018-04-05,2024-02-09,-0.648512941750801,0,37.0
NCT05266456,https://clinicaltrials.gov/study/NCT05266456,1.0,0,ADULT,1,0.45050280508233664,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2022-02-22,2023-01-10,2022-03-04,2024-04-18,-0.6616434428188731,1,835.0
NCT06180057,https://clinicaltrials.gov/study/NCT06180057,1.0,0,ADULT,0,-0.1748379808399987,0,1,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: OTHER,2022-06-12,2022-08-15,2023-12-22,2023-12-28,-1.0851021022642011,0,24.0
NCT02513186,https://clinicaltrials.gov/study/NCT02513186,1.0,0,"ADULT, OLDER_ADULT",0,-0.12394711540118968,0,1,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2015-09-30,2024-01-22,2015-07-31,2024-01-29,3.7928790445246148,1,90.0
NCT02569476,https://clinicaltrials.gov/study/NCT02569476,1.0,0,"ADULT, OLDER_ADULT",0,-0.10158597755686448,0,1,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2016-01-13,2020-09-02,2015-10-06,2024-10-26,1.5902374903555063,1,119.0
NCT05113693,https://clinicaltrials.gov/study/NCT05113693,1.0,0,ADULT,0,-0.16789831737107022,0,1,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: TREATMENT,2021-11-25,2021-12-10,2021-11-09,2023-06-09,-1.1655264213061431,0,33.0
NCT05667818,https://clinicaltrials.gov/study/NCT05667818,1.0,0,"ADULT, OLDER_ADULT",0,-0.1810065705901574,0,1,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2023-01-28,2023-03-10,2022-12-29,2023-01-04,-1.1228522928349085,0,16.0
NCT03726125,https://clinicaltrials.gov/study/NCT03726125,1.0,0,"ADULT, OLDER_ADULT",0,-0.12471818911995951,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: BASIC_SCIENCE",2018-11-20,2019-09-27,2018-10-31,2019-10-17,-0.6796978817874724,1,89.0
NCT04973189,https://clinicaltrials.gov/study/NCT04973189,1.0,0,"ADULT, OLDER_ADULT",0,-0.1447661058079752,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: BASIC_SCIENCE",2021-05-08,2022-01-13,2021-07-22,2023-05-18,-0.7798179524315227,1,63.0
NCT05677672,https://clinicaltrials.gov/study/NCT05677672,1.0,0,"ADULT, OLDER_ADULT",1,-0.12857355771380868,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2022-12-30,2023-12-30,2023-01-10,2023-01-10,-0.5910669995779851,1,84.0
NCT04238793,https://clinicaltrials.gov/study/NCT04238793,1.0,0,"ADULT, OLDER_ADULT",1,-0.1794644231526177,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2020-04-16,2023-10-18,2020-01-23,2024-07-29,0.9107340600827708,0,18.0
NCT05982990,https://clinicaltrials.gov/study/NCT05982990,1.0,0,ADULT,0,-0.1671272436523004,0,1,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: OTHER,2023-08-01,2023-11-20,2023-08-09,2023-08-31,-1.007960408489277,0,34.0
NCT05236738,https://clinicaltrials.gov/study/NCT05236738,1.0,0,ADULT,0,-0.1609586539021417,0,1,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: TREATMENT,2022-05-13,2022-07-26,2022-02-11,2022-10-31,-1.068688975929111,0,42.0
NCT02777151,https://clinicaltrials.gov/study/NCT02777151,1.0,0,ADULT,0,-0.1748379808399987,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: BASIC_SCIENCE",2016-05-27,2017-04-26,2016-05-19,2018-02-05,-0.6419476912167649,0,24.0
NCT03702673,https://clinicaltrials.gov/study/NCT03702673,1.0,0,ADULT,0,-0.18409086546523673,0,1,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: OTHER,2018-10-05,2018-11-20,2018-10-11,2018-12-19,-1.1146457296673635,0,12.0
NCT03971539,https://clinicaltrials.gov/study/NCT03971539,1.0,2,ADULT,0,-0.14091073721412603,0,1,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2019-07-15,2020-10-26,2019-06-03,2023-08-21,-0.4203704856930468,1,68.0
NCT02953509,https://clinicaltrials.gov/study/NCT02953509,0.0,0,"ADULT, OLDER_ADULT",1,-0.05609262814944428,0,1,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2016-11-21,2024-03-25,2016-11-02,2024-05-23,3.2102130596289116,1,178.0
NCT04311710,https://clinicaltrials.gov/study/NCT04311710,0.0,0,"ADULT, OLDER_ADULT",0,-0.1771512019963082,0,1,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2020-06-25,2023-01-18,2020-03-17,2023-02-24,0.34776382678917594,0,21.0
NCT03425149,https://clinicaltrials.gov/study/NCT03425149,1.0,0,ADULT,0,-0.14168181093289586,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2018-02-24,2018-11-16,2018-02-07,2019-07-05,-0.7551982629288875,1,67.0
NCT02680782,https://clinicaltrials.gov/study/NCT02680782,0.0,0,"ADULT, OLDER_ADULT",0,-0.18177764430892723,0,1,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2016-01-12,2016-02-28,2016-02-12,2018-12-07,-1.1130044170338544,0,15.0
NCT06328400,https://clinicaltrials.gov/study/NCT06328400,1.0,0,ADULT,0,-0.1748379808399987,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2024-03-27,2024-05-06,2024-03-25,2024-10-01,-1.1244936054684176,0,24.0
NCT03296787,https://clinicaltrials.gov/study/NCT03296787,1.0,0,"ADULT, OLDER_ADULT",0,-0.16866939108984005,0,1,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: OTHER,2017-11-21,2019-08-09,2017-09-28,2020-08-25,-0.16268440223213018,0,32.0
NCT04902105,https://clinicaltrials.gov/study/NCT04902105,1.0,0,ADULT,0,-0.16404294877722103,0,1,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2021-05-13,2021-07-06,2021-05-26,2021-07-22,-1.1015152285992913,0,38.0
NCT03426995,https://clinicaltrials.gov/study/NCT03426995,0.0,2,"ADULT, OLDER_ADULT",0,-0.1563322115895227,0,1,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2018-03-13,2019-05-02,2018-02-09,2020-12-02,-0.509001367902534,0,48.0
NCT03174613,https://clinicaltrials.gov/study/NCT03174613,1.0,2,ADULT,0,-0.11623637821349134,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: BASIC_SCIENCE",2017-05-31,2019-07-11,2017-06-02,2020-09-18,0.07530592962667815,1,100.0
NCT03899415,https://clinicaltrials.gov/study/NCT03899415,1.0,0,"ADULT, OLDER_ADULT",0,-0.1856330129027764,3,1,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2019-04-20,2024-06-01,2019-04-02,2019-04-10,1.8774672012195852,0,10.0
NCT04545749,https://clinicaltrials.gov/study/NCT04545749,1.0,0,ADULT,0,-0.1470793269642847,0,1,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: PREVENTION,2020-09-25,2021-05-24,2020-09-11,2022-08-26,-0.7945897661331041,1,60.0
NCT04631705,https://clinicaltrials.gov/study/NCT04631705,0.0,0,"ADULT, OLDER_ADULT",1,-0.1586454327458322,3,1,"Allocation: RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2020-12-14,2021-09-23,2020-11-17,2024-10-03,-0.7256546355257251,0,45.0
NCT03457532,https://clinicaltrials.gov/study/NCT03457532,1.0,0,"ADULT, OLDER_ADULT",0,-0.056863701868214114,0,1,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2017-12-16,2023-09-22,2018-03-07,2024-11-01,2.2664582953612236,1,177.0
NCT04880512,https://clinicaltrials.gov/study/NCT04880512,1.0,0,ADULT,0,-0.11469423077595166,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-05-31,2022-12-20,2021-05-10,2021-09-30,-0.2578805349756535,1,102.0
NCT03852511,https://clinicaltrials.gov/study/NCT03852511,1.0,0,"ADULT, OLDER_ADULT",0,-0.17175368596491938,0,1,Allocation: NA|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2019-02-19,2022-02-04,2019-02-25,2022-06-24,0.5841128460144752,0,28.0
NCT02568423,https://clinicaltrials.gov/study/NCT02568423,1.0,0,ADULT,0,-0.1540189904332132,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: BASIC_SCIENCE",2015-12-02,2018-10-24,2015-10-05,2024-02-08,0.5447213428102587,1,51.0
NCT03855358,https://clinicaltrials.gov/study/NCT03855358,1.0,0,"ADULT, OLDER_ADULT",0,-0.17021153852737972,0,1,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2019-05-09,2020-12-30,2019-02-26,2019-10-30,-0.20371721806985574,0,30.0
NCT03382886,https://clinicaltrials.gov/study/NCT03382886,0.0,0,"ADULT, OLDER_ADULT",0,-0.1925726763717049,3,1,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2018-04-11,2019-07-02,2017-12-26,2019-12-12,-0.45647936363024527,0,1.0
NCT04657744,https://clinicaltrials.gov/study/NCT04657744,1.0,0,ADULT,0,-0.1671272436523004,0,1,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: OTHER,2020-08-10,2020-10-20,2020-12-08,2020-12-08,-1.073612913829638,0,34.0
NCT03715114,https://clinicaltrials.gov/study/NCT03715114,1.0,0,ADULT,0,-0.1586454327458322,0,1,"Allocation: RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: BASIC_SCIENCE",2018-10-15,2018-12-31,2018-10-22,2018-10-22,-1.0637650380285837,0,45.0
NCT04992442,https://clinicaltrials.gov/study/NCT04992442,1.0,2,ADULT,0,-0.18871730777785573,0,1,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: OTHER,2020-07-09,2020-08-18,2021-08-05,2021-10-04,-1.1244936054684176,0,6.0
NCT05421923,https://clinicaltrials.gov/study/NCT05421923,1.0,0,ADULT,0,-0.16866939108984005,0,1,"Allocation: RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2022-06-24,2022-10-05,2022-06-16,2023-02-10,-1.0210909095573493,0,32.0
NCT04485663,https://clinicaltrials.gov/study/NCT04485663,0.0,0,"ADULT, OLDER_ADULT",0,-0.11392315705718183,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-08-17,2022-03-08,2020-07-24,2022-03-15,-0.2578805349756535,1,103.0
NCT05158192,https://clinicaltrials.gov/study/NCT05158192,1.0,0,ADULT,0,-0.18409086546523673,0,1,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2021-11-04,2021-12-14,2021-12-15,2022-02-14,-1.1244936054684176,0,12.0
NCT06369675,https://clinicaltrials.gov/study/NCT06369675,1.0,0,"ADULT, OLDER_ADULT",0,-0.1586454327458322,0,1,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: OTHER,2017-10-19,2017-11-14,2024-04-17,2024-04-17,-1.1474719823375439,0,45.0
NCT03301181,https://clinicaltrials.gov/study/NCT03301181,1.0,0,"ADULT, OLDER_ADULT",0,-0.16250080133968137,0,1,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2017-09-18,2017-11-13,2017-10-04,2019-11-01,-1.0982326033322733,0,40.0
NCT03288480,https://clinicaltrials.gov/study/NCT03288480,1.0,0,"ADULT, OLDER_ADULT",0,-0.1748379808399987,0,1,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2017-12-15,2021-03-01,2017-09-20,2022-04-26,0.7334722956637963,0,24.0
NCT04464395,https://clinicaltrials.gov/study/NCT04464395,1.0,0,"ADULT, OLDER_ADULT",0,-0.17021153852737972,0,1,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-07-01,2021-07-09,2020-07-09,2021-07-21,-0.577936498509913,0,30.0
NCT05445765,https://clinicaltrials.gov/study/NCT05445765,1.0,0,"CHILD, ADULT",0,-0.1856330129027764,0,1,Allocation: NA|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2022-07-01,2024-06-30,2022-07-06,2022-07-06,0.008012111652808207,0,10.0
NCT05440344,https://clinicaltrials.gov/study/NCT05440344,1.0,1,"ADULT, OLDER_ADULT",0,-0.17175368596491938,0,1,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2022-07-05,2024-02-28,2022-06-30,2024-03-29,-0.2004345928028377,0,28.0
NCT04907968,https://clinicaltrials.gov/study/NCT04907968,0.0,1,"ADULT, OLDER_ADULT",0,-0.1694404648086099,0,1,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-06-11,2023-10-03,2021-06-01,2023-10-10,0.1951217518728368,0,31.0
NCT03071757,https://clinicaltrials.gov/study/NCT03071757,1.0,0,"ADULT, OLDER_ADULT",0,-0.0861645031814678,0,1,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2017-03-21,2022-04-13,2017-03-07,2022-04-28,1.8446409485494046,1,139.0
NCT04152148,https://clinicaltrials.gov/study/NCT04152148,1.0,0,"ADULT, OLDER_ADULT",0,-0.1810065705901574,0,1,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2018-09-04,2021-01-13,2019-11-05,2023-02-08,0.22466537927599922,0,16.0
NCT04840888,https://clinicaltrials.gov/study/NCT04840888,1.0,1,"ADULT, OLDER_ADULT",0,-0.13011570515134835,0,1,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2021-04-26,2022-04-12,2021-04-12,2022-05-02,-0.6140453764471114,1,82.0
